id,number_1,operator,number_2,solution
7499,220,0,869,1089
7500,190,0,461,651
7501,500,0,46,546
7502,925,0,585,1510
7503,662,0,429,1091
7504,92,0,522,614
7505,99,0,207,306
7506,646,0,653,1299
7507,723,0,511,1234
7508,520,0,178,698
7509,952,0,129,1081
7510,475,0,949,1424
7511,225,0,925,1150
7512,248,0,750,998
7513,304,0,561,865
7514,245,0,494,739
7515,446,0,732,1178
7516,605,0,686,1291
7517,975,0,477,1452
7518,419,0,768,1187
7519,650,0,280,930
7520,355,0,295,650
7521,563,0,834,1397
7522,780,0,28,808
7523,148,0,812,960
7524,907,0,167,1074
7525,369,0,325,694
7526,832,0,507,1339
7527,961,0,482,1443
7528,577,0,176,753
7529,41,0,261,302
7530,919,0,343,1262
7531,789,0,379,1168
7532,741,0,273,1014
7533,749,0,981,1730
7534,727,0,9,736
7535,384,0,887,1271
7536,190,0,673,863
7537,276,0,222,498
7538,773,0,909,1682
7539,148,0,498,646
7540,442,0,40,482
7541,96,0,371,467
7542,241,0,147,388
7543,357,0,122,479
7544,36,0,251,287
7545,867,0,62,929
7546,145,0,658,803
7547,242,0,58,300
7548,85,0,179,264
7549,160,0,169,329
7550,180,0,502,682
7551,413,0,954,1367
7552,879,0,310,1189
7553,37,0,731,768
7554,868,0,635,1503
7555,653,0,196,849
7556,309,0,58,367
7557,154,0,650,804
7558,246,0,375,621
7559,171,0,787,958
7560,104,0,989,1093
7561,953,0,635,1588
7562,32,0,640,672
7563,972,0,771,1743
7564,171,0,566,737
7565,112,0,726,838
7566,921,0,105,1026
7567,278,0,740,1018
7568,498,0,690,1188
7569,314,0,698,1012
7570,121,0,435,556
7571,158,0,496,654
7572,661,0,958,1619
7573,901,0,533,1434
7574,647,0,315,962
7575,402,0,464,866
7576,740,0,688,1428
7577,197,0,699,896
7578,823,0,423,1246
7579,266,0,186,452
7580,339,0,1,340
7581,777,0,839,1616
7582,125,0,106,231
7583,246,0,979,1225
7584,570,0,247,817
7585,850,0,87,937
7586,757,0,155,912
7587,886,0,273,1159
7588,489,0,385,874
7589,972,0,6,978
7590,541,0,981,1522
7591,295,0,222,517
7592,182,0,154,336
7593,533,0,730,1263
7594,567,0,743,1310
7595,708,0,704,1412
7596,778,0,719,1497
7597,666,0,826,1492
7598,114,0,903,1017
7599,555,0,24,579
7600,399,0,466,865
7601,453,0,932,1385
7602,605,0,930,1535
7603,589,0,365,954
7604,851,0,252,1103
7605,12,0,104,116
7606,116,0,56,172
7607,690,0,436,1126
7608,534,0,930,1464
7609,803,0,707,1510
7610,5,0,96,101
7611,650,0,753,1403
7612,810,0,988,1798
7613,74,0,987,1061
7614,410,0,709,1119
7615,502,0,334,836
7616,331,0,943,1274
7617,778,0,802,1580
7618,458,0,210,668
7619,339,0,819,1158
7620,514,0,724,1238
7621,487,0,915,1402
7622,183,0,79,262
7623,219,0,359,578
7624,229,0,671,900
7625,136,0,359,495
7626,416,0,780,1196
7627,160,0,910,1070
7628,780,0,8,788
7629,382,0,319,701
7630,502,0,641,1143
7631,710,0,57,767
7632,984,0,279,1263
7633,667,0,690,1357
7634,299,0,177,476
7635,433,0,553,986
7636,921,0,907,1828
7637,161,0,98,259
7638,603,0,802,1405
7639,561,0,372,933
7640,775,0,560,1335
7641,127,0,245,372
7642,82,0,764,846
7643,479,0,882,1361
7644,129,0,909,1038
7645,809,0,513,1322
7646,183,0,4,187
7647,490,0,874,1364
7648,489,0,152,641
7649,891,0,777,1668
7650,163,0,384,547
7651,395,0,789,1184
7652,658,0,803,1461
7653,408,0,379,787
7654,92,0,393,485
7655,647,0,275,922
7656,386,0,245,631
7657,12,0,47,59
7658,391,0,703,1094
7659,151,0,732,883
7660,821,0,918,1739
7661,971,0,137,1108
7662,334,0,963,1297
7663,232,0,391,623
7664,305,0,323,628
7665,292,0,212,504
7666,930,0,124,1054
7667,895,0,88,983
7668,646,0,617,1263
7669,355,0,383,738
7670,684,0,140,824
7671,559,0,116,675
7672,718,0,108,826
7673,127,0,557,684
7674,656,0,521,1177
7675,233,0,519,752
7676,40,0,526,566
7677,309,0,302,611
7678,540,0,923,1463
7679,521,0,559,1080
7680,800,0,250,1050
7681,499,0,678,1177
7682,795,0,185,980
7683,158,0,688,846
7684,419,0,197,616
7685,675,0,881,1556
7686,896,0,61,957
7687,819,0,838,1657
7688,255,0,866,1121
7689,894,0,924,1818
7690,488,0,597,1085
7691,726,0,644,1370
7692,418,0,631,1049
7693,712,0,90,802
7694,181,0,338,519
7695,456,0,514,970
7696,798,0,358,1156
7697,354,0,873,1227
7698,145,0,204,349
7699,141,0,214,355
7700,476,0,88,564
7701,652,0,591,1243
7702,773,0,145,918
7703,568,0,525,1093
7704,88,0,724,812
7705,678,0,646,1324
7706,63,0,674,737
7707,666,0,451,1117
7708,826,0,635,1461
7709,254,0,230,484
7710,90,0,825,915
7711,442,0,635,1077
7712,487,0,642,1129
7713,960,0,176,1136
7714,92,0,413,505
7715,292,0,35,327
7716,711,0,237,948
7717,668,0,241,909
7718,894,0,670,1564
7719,433,0,597,1030
7720,335,0,90,425
7721,424,0,474,898
7722,466,0,481,947
7723,869,0,153,1022
7724,519,0,969,1488
7725,996,0,290,1286
7726,646,0,570,1216
7727,51,0,592,643
7728,130,0,444,574
7729,911,0,81,992
7730,550,0,643,1193
7731,97,0,686,783
7732,187,0,19,206
7733,871,0,634,1505
7734,869,0,613,1482
7735,948,0,294,1242
7736,969,0,183,1152
7737,606,0,640,1246
7738,957,0,259,1216
7739,757,0,568,1325
7740,186,0,400,586
7741,453,0,112,565
7742,807,0,934,1741
7743,622,0,111,733
7744,0,0,270,270
7745,702,0,264,966
7746,378,0,777,1155
7747,120,0,586,706
7748,832,0,55,887
7749,464,0,681,1145
7750,759,0,810,1569
7751,88,0,973,1061
7752,363,0,166,529
7753,145,0,681,826
7754,119,0,670,789
7755,25,0,651,676
7756,541,0,230,771
7757,440,0,681,1121
7758,281,0,694,975
7759,450,0,73,523
7760,595,0,163,758
7761,855,0,20,875
7762,169,0,892,1061
7763,121,0,809,930
7764,77,0,12,89
7765,218,0,462,680
7766,546,0,529,1075
7767,239,0,142,381
7768,815,0,158,973
7769,768,0,614,1382
7770,562,0,545,1107
7771,488,0,373,861
7772,451,0,245,696
7773,266,0,383,649
7774,905,0,221,1126
7775,773,0,801,1574
7776,977,0,861,1838
7777,357,0,673,1030
7778,541,0,390,931
7779,920,0,936,1856
7780,929,0,487,1416
7781,593,0,24,617
7782,697,0,954,1651
7783,96,0,291,387
7784,747,0,81,828
7785,953,0,325,1278
7786,399,0,942,1341
7787,351,0,6,357
7788,186,0,680,866
7789,819,0,369,1188
7790,631,0,876,1507
7791,781,0,121,902
7792,357,0,471,828
7793,690,0,704,1394
7794,784,0,158,942
7795,770,0,817,1587
7796,169,0,113,282
7797,254,0,855,1109
7798,442,0,552,994
7799,664,0,778,1442
7800,91,0,982,1073
7801,740,0,203,943
7802,516,0,831,1347
7803,522,0,430,952
7804,593,0,452,1045
7805,230,0,644,874
7806,479,0,100,579
7807,800,0,852,1652
7808,191,0,187,378
7809,656,0,266,922
7810,159,0,599,758
7811,59,0,57,116
7812,136,0,672,808
7813,638,0,898,1536
7814,613,0,466,1079
7815,619,0,157,776
7816,528,0,683,1211
7817,622,0,578,1200
7818,747,0,955,1702
7819,935,0,919,1854
7820,743,0,677,1420
7821,325,0,927,1252
7822,161,0,311,472
7823,781,0,489,1270
7824,985,0,681,1666
7825,330,0,839,1169
7826,760,0,90,850
7827,58,0,707,765
7828,669,0,825,1494
7829,85,0,287,372
7830,672,0,630,1302
7831,284,0,899,1183
7832,177,0,959,1136
7833,536,0,549,1085
7834,915,0,602,1517
7835,911,0,156,1067
7836,228,0,766,994
7837,31,0,739,770
7838,633,0,297,930
7839,821,0,635,1456
7840,489,0,741,1230
7841,199,0,327,526
7842,152,0,854,1006
7843,726,0,903,1629
7844,417,0,973,1390
7845,68,0,894,962
7846,874,0,75,949
7847,318,0,187,505
7848,703,0,53,756
7849,213,0,68,281
7850,811,0,207,1018
7851,526,0,775,1301
7852,397,0,725,1122
7853,935,0,701,1636
7854,682,0,756,1438
7855,669,0,708,1377
7856,347,0,822,1169
7857,760,0,97,857
7858,919,0,188,1107
7859,784,0,605,1389
7860,637,0,381,1018
7861,961,0,441,1402
7862,648,0,303,951
7863,789,0,571,1360
7864,300,0,969,1269
7865,966,0,803,1769
7866,276,0,588,864
7867,148,0,344,492
7868,484,0,897,1381
7869,375,0,266,641
7870,658,0,642,1300
7871,478,0,270,748
7872,825,0,899,1724
7873,257,0,744,1001
7874,742,0,475,1217
7875,504,0,577,1081
7876,729,0,172,901
7877,528,0,549,1077
7878,519,0,690,1209
7879,112,0,687,799
7880,197,0,956,1153
7881,600,0,335,935
7882,545,0,602,1147
7883,255,0,655,910
7884,491,0,278,769
7885,111,0,971,1082
7886,92,0,404,496
7887,708,0,736,1444
7888,573,0,917,1490
7889,17,0,778,795
7890,178,0,62,240
7891,422,0,147,569
7892,442,0,703,1145
7893,464,0,712,1176
7894,264,0,528,792
7895,529,0,19,548
7896,352,0,39,391
7897,825,0,435,1260
7898,776,0,785,1561
7899,883,0,236,1119
7900,171,0,659,830
7901,729,0,450,1179
7902,240,0,813,1053
7903,485,0,20,505
7904,257,0,48,305
7905,729,0,831,1560
7906,934,0,193,1127
7907,47,0,280,327
7908,384,0,545,929
7909,5,0,809,814
7910,52,0,667,719
7911,609,0,384,993
7912,182,0,604,786
7913,181,0,337,518
7914,981,0,199,1180
7915,137,0,513,650
7916,570,0,202,772
7917,886,0,234,1120
7918,255,0,871,1126
7919,68,0,202,270
7920,394,0,477,871
7921,151,0,998,1149
7922,132,0,25,157
7923,727,0,993,1720
7924,928,0,494,1422
7925,394,0,609,1003
7926,596,0,392,988
7927,246,0,744,990
7928,135,0,484,619
7929,800,0,323,1123
7930,532,0,467,999
7931,13,0,556,569
7932,495,0,564,1059
7933,339,0,383,722
7934,184,0,761,945
7935,154,0,586,740
7936,164,0,917,1081
7937,314,0,435,749
7938,985,0,382,1367
7939,275,0,875,1150
7940,666,0,131,797
7941,944,0,138,1082
7942,592,0,783,1375
7943,407,0,467,874
7944,13,0,955,968
7945,115,0,995,1110
7946,521,0,81,602
7947,947,0,133,1080
7948,466,0,218,684
7949,648,0,93,741
7950,82,0,650,732
7951,908,0,711,1619
7952,923,0,886,1809
7953,100,0,830,930
7954,826,0,109,935
7955,11,0,209,220
7956,390,0,9,399
7957,506,0,749,1255
7958,781,0,564,1345
7959,322,0,310,632
7960,258,0,367,625
7961,748,0,314,1062
7962,404,0,508,912
7963,340,0,524,864
7964,24,0,252,276
7965,311,0,842,1153
7966,11,0,426,437
7967,605,0,915,1520
7968,64,0,966,1030
7969,267,0,124,391
7970,461,0,232,693
7971,453,0,734,1187
7972,472,0,389,861
7973,575,0,120,695
7974,661,0,544,1205
7975,505,0,756,1261
7976,813,0,892,1705
7977,107,0,425,532
7978,177,0,426,603
7979,579,0,625,1204
7980,691,0,957,1648
7981,961,0,175,1136
7982,741,0,633,1374
7983,434,0,429,863
7984,698,0,702,1400
7985,680,0,729,1409
7986,747,0,984,1731
7987,541,0,129,670
7988,457,0,266,723
7989,1000,0,102,1102
7990,409,0,422,831
7991,380,0,579,959
7992,738,0,670,1408
7993,71,0,556,627
7994,640,0,561,1201
7995,894,0,491,1385
7996,381,0,149,530
7997,914,0,445,1359
7998,506,0,989,1495
7999,247,0,455,702
8000,181,0,81,262
8001,91,0,404,495
8002,108,0,743,851
8003,161,0,312,473
8004,513,0,219,732
8005,61,0,544,605
8006,728,0,765,1493
8007,729,0,229,958
8008,607,0,574,1181
8009,78,0,520,598
8010,195,0,218,413
8011,264,0,463,727
8012,978,0,179,1157
8013,920,0,681,1601
8014,765,0,675,1440
8015,754,0,831,1585
8016,81,0,670,751
8017,314,0,816,1130
8018,674,0,216,890
8019,878,0,361,1239
8020,769,0,384,1153
8021,108,0,207,315
8022,246,0,387,633
8023,141,0,418,559
8024,878,0,608,1486
8025,84,0,605,689
8026,255,0,143,398
8027,489,0,254,743
8028,343,0,961,1304
8029,596,0,818,1414
8030,62,0,932,994
8031,720,0,670,1390
8032,183,0,46,229
8033,207,0,970,1177
8034,165,0,870,1035
8035,947,0,2,949
8036,635,0,816,1451
8037,812,0,175,987
8038,398,0,754,1152
8039,864,0,761,1625
8040,242,0,996,1238
8041,328,0,698,1026
8042,238,0,526,764
8043,505,0,767,1272
8044,149,0,295,444
8045,510,0,937,1447
8046,989,0,545,1534
8047,569,0,608,1177
8048,284,0,66,350
8049,222,0,537,759
8050,76,0,687,763
8051,314,0,675,989
8052,706,0,111,817
8053,234,0,809,1043
8054,457,0,786,1243
8055,945,0,783,1728
8056,971,0,178,1149
8057,423,0,610,1033
8058,768,0,417,1185
8059,812,0,2,814
8060,703,0,345,1048
8061,590,0,243,833
8062,95,0,763,858
8063,98,0,384,482
8064,357,0,748,1105
8065,214,0,710,924
8066,386,0,569,955
8067,878,0,169,1047
8068,477,0,449,926
8069,172,0,318,490
8070,996,0,755,1751
8071,78,0,954,1032
8072,97,0,436,533
8073,940,0,792,1732
8074,547,0,422,969
8075,859,0,226,1085
8076,89,0,63,152
8077,24,0,599,623
8078,926,0,832,1758
8079,682,0,410,1092
8080,178,0,354,532
8081,638,0,817,1455
8082,605,0,102,707
8083,674,0,739,1413
8084,626,0,328,954
8085,936,0,974,1910
8086,666,0,815,1481
8087,280,0,578,858
8088,310,0,61,371
8089,407,0,853,1260
8090,884,0,726,1610
8091,831,0,58,889
8092,291,0,311,602
8093,124,0,15,139
8094,298,0,726,1024
8095,482,0,40,522
8096,361,0,661,1022
8097,585,0,411,996
8098,571,0,599,1170
8099,73,0,233,306
8100,427,0,833,1260
8101,233,0,672,905
8102,405,0,188,593
8103,702,0,809,1511
8104,652,0,416,1068
8105,803,0,689,1492
8106,481,0,515,996
8107,438,0,117,555
8108,723,0,732,1455
8109,214,0,998,1212
8110,695,0,123,818
8111,705,0,170,875
8112,823,0,735,1558
8113,580,0,829,1409
8114,328,0,437,765
8115,511,0,733,1244
8116,309,0,176,485
8117,638,0,966,1604
8118,574,0,915,1489
8119,563,0,418,981
8120,594,0,148,742
8121,355,0,737,1092
8122,663,0,205,868
8123,234,0,85,319
8124,159,0,720,879
8125,294,0,719,1013
8126,444,0,521,965
8127,171,0,905,1076
8128,117,0,227,344
8129,817,0,223,1040
8130,922,0,197,1119
8131,943,0,892,1835
8132,633,0,584,1217
8133,410,0,242,652
8134,321,0,613,934
8135,220,0,623,843
8136,955,0,797,1752
8137,67,0,553,620
8138,863,0,204,1067
8139,12,0,827,839
8140,131,0,906,1037
8141,82,0,436,518
8142,247,0,705,952
8143,607,0,769,1376
8144,783,0,405,1188
8145,649,0,928,1577
8146,256,0,49,305
8147,10,0,273,283
8148,847,0,447,1294
8149,675,0,464,1139
8150,412,0,811,1223
8151,82,0,174,256
8152,758,0,59,817
8153,287,0,822,1109
8154,451,0,683,1134
8155,573,0,820,1393
8156,159,0,798,957
8157,398,0,894,1292
8158,512,0,732,1244
8159,152,0,43,195
8160,225,0,997,1222
8161,846,0,911,1757
8162,715,0,217,932
8163,88,0,920,1008
8164,602,0,272,874
8165,199,0,940,1139
8166,548,0,147,695
8167,838,0,774,1612
8168,732,0,458,1190
8169,229,0,917,1146
8170,743,0,144,887
8171,784,0,43,827
8172,774,0,809,1583
8173,779,0,418,1197
8174,259,0,1000,1259
8175,572,0,485,1057
8176,404,0,499,903
8177,210,0,538,748
8178,175,0,872,1047
8179,764,0,638,1402
8180,619,0,913,1532
8181,837,0,709,1546
8182,612,0,960,1572
8183,259,0,478,737
8184,943,0,802,1745
8185,614,0,85,699
8186,266,0,344,610
8187,39,0,657,696
8188,581,0,89,670
8189,723,0,362,1085
8190,652,0,373,1025
8191,885,0,896,1781
8192,190,0,336,526
8193,733,0,890,1623
8194,860,0,330,1190
8195,151,0,368,519
8196,749,0,625,1374
8197,622,0,722,1344
8198,353,0,281,634
8199,742,0,589,1331
8200,445,0,867,1312
8201,467,0,583,1050
8202,934,0,514,1448
8203,691,0,431,1122
8204,358,0,854,1212
8205,70,0,437,507
8206,790,0,989,1779
8207,612,0,589,1201
8208,920,0,364,1284
8209,579,0,647,1226
8210,525,0,309,834
8211,344,0,251,595
8212,861,0,62,923
8213,411,0,630,1041
8214,938,0,230,1168
8215,10,0,980,990
8216,251,0,934,1185
8217,13,0,894,907
8218,384,0,415,799
8219,794,0,349,1143
8220,50,0,980,1030
8221,39,0,948,987
8222,891,0,862,1753
8223,217,0,776,993
8224,191,0,733,924
8225,768,0,16,784
8226,563,0,68,631
8227,10,0,341,351
8228,714,0,806,1520
8229,317,0,834,1151
8230,791,0,171,962
8231,249,0,871,1120
8232,620,0,433,1053
8233,337,0,720,1057
8234,401,0,889,1290
8235,452,0,279,731
8236,194,0,316,510
8237,317,0,758,1075
8238,297,0,341,638
8239,947,0,866,1813
8240,993,0,496,1489
8241,521,0,596,1117
8242,482,0,309,791
8243,122,0,262,384
8244,891,0,961,1852
8245,231,0,981,1212
8246,567,0,599,1166
8247,195,0,522,717
8248,308,0,831,1139
8249,126,0,570,696
8250,247,0,509,756
8251,384,0,270,654
8252,297,0,767,1064
8253,159,0,99,258
8254,261,0,907,1168
8255,215,0,939,1154
8256,247,0,4,251
8257,983,0,56,1039
8258,448,0,274,722
8259,83,0,187,270
8260,575,0,318,893
8261,858,0,495,1353
8262,149,0,14,163
8263,563,0,662,1225
8264,152,0,853,1005
8265,549,0,325,874
8266,368,0,865,1233
8267,952,0,992,1944
8268,596,0,476,1072
8269,293,0,66,359
8270,461,0,24,485
8271,286,0,783,1069
8272,469,0,315,784
8273,45,0,834,879
8274,196,0,7,203
8275,166,0,422,588
8276,6,0,638,644
8277,528,0,219,747
8278,588,0,506,1094
8279,400,0,807,1207
8280,463,0,160,623
8281,588,0,291,879
8282,286,0,587,873
8283,620,0,255,875
8284,546,0,219,765
8285,642,0,34,676
8286,774,0,908,1682
8287,310,0,46,356
8288,117,0,19,136
8289,948,0,153,1101
8290,157,0,526,683
8291,154,0,60,214
8292,572,0,661,1233
8293,59,0,104,163
8294,598,0,902,1500
8295,923,0,321,1244
8296,446,0,296,742
8297,119,0,128,247
8298,689,0,236,925
8299,498,0,810,1308
8300,901,0,652,1553
8301,915,0,673,1588
8302,775,0,931,1706
8303,503,0,985,1488
8304,510,0,297,807
8305,529,0,49,578
8306,961,0,847,1808
8307,764,0,66,830
8308,270,0,740,1010
8309,934,0,555,1489
8310,153,0,83,236
8311,925,0,765,1690
8312,698,0,884,1582
8313,72,0,552,624
8314,866,0,827,1693
8315,755,0,303,1058
8316,443,0,360,803
8317,552,0,97,649
8318,441,0,667,1108
8319,745,0,48,793
8320,417,0,167,584
8321,841,0,940,1781
8322,549,0,217,766
8323,42,0,397,439
8324,669,0,637,1306
8325,148,0,960,1108
8326,55,0,489,544
8327,887,0,265,1152
8328,947,0,55,1002
8329,734,0,342,1076
8330,100,0,316,416
8331,278,0,202,480
8332,234,0,696,930
8333,473,0,540,1013
8334,653,0,564,1217
8335,874,0,54,928
8336,754,0,423,1177
8337,89,0,6,95
8338,675,0,293,968
8339,552,0,338,890
8340,677,0,476,1153
8341,62,0,533,595
8342,530,0,384,914
8343,860,0,334,1194
8344,894,0,218,1112
8345,849,0,353,1202
8346,669,0,227,896
8347,355,0,262,617
8348,758,0,351,1109
8349,379,0,913,1292
8350,760,0,759,1519
8351,582,0,974,1556
8352,468,0,42,510
8353,562,0,700,1262
8354,537,0,7,544
8355,607,0,361,968
8356,491,0,864,1355
8357,722,0,704,1426
8358,620,0,892,1512
8359,550,0,958,1508
8360,510,0,673,1183
8361,602,0,329,931
8362,610,0,180,790
8363,952,0,468,1420
8364,745,0,763,1508
8365,267,0,71,338
8366,611,0,511,1122
8367,926,0,299,1225
8368,736,0,482,1218
8369,99,0,720,819
8370,507,0,914,1421
8371,197,0,790,987
8372,434,0,873,1307
8373,595,0,486,1081
8374,111,0,313,424
8375,791,0,236,1027
8376,319,0,462,781
8377,910,0,301,1211
8378,688,0,123,811
8379,444,0,432,876
8380,568,0,104,672
8381,461,0,212,673
8382,177,0,450,627
8383,102,0,728,830
8384,720,0,113,833
8385,623,0,870,1493
8386,847,0,972,1819
8387,973,0,956,1929
8388,909,0,369,1278
8389,894,0,17,911
8390,303,0,948,1251
8391,602,0,952,1554
8392,883,0,988,1871
8393,139,0,867,1006
8394,542,0,388,930
8395,186,0,362,548
8396,892,0,545,1437
8397,650,0,546,1196
8398,753,0,686,1439
8399,933,0,596,1529
8400,110,0,386,496
8401,230,0,348,578
8402,570,0,630,1200
8403,177,0,918,1095
8404,135,0,444,579
8405,269,0,871,1140
8406,105,0,890,995
8407,124,0,987,1111
8408,113,0,365,478
8409,836,0,340,1176
8410,152,0,766,918
8411,58,0,738,796
8412,680,0,617,1297
8413,9,0,434,443
8414,646,0,419,1065
8415,87,0,335,422
8416,891,0,686,1577
8417,343,0,597,940
8418,181,0,972,1153
8419,654,0,915,1569
8420,636,0,654,1290
8421,268,0,110,378
8422,846,0,494,1340
8423,714,0,276,990
8424,674,0,212,886
8425,728,0,632,1360
8426,234,0,158,392
8427,904,0,26,930
8428,364,0,445,809
8429,100,0,611,711
8430,819,0,263,1082
8431,943,0,180,1123
8432,246,0,666,912
8433,995,0,472,1467
8434,996,0,811,1807
8435,456,0,993,1449
8436,223,0,392,615
8437,79,0,227,306
8438,206,0,915,1121
8439,418,0,467,885
8440,321,0,49,370
8441,78,0,438,516
8442,849,0,144,993
8443,88,0,609,697
8444,734,0,377,1111
8445,643,0,889,1532
8446,37,0,580,617
8447,623,0,1000,1623
8448,352,0,634,986
8449,730,0,769,1499
8450,88,0,546,634
8451,22,0,554,576
8452,371,0,694,1065
8453,138,0,481,619
8454,542,0,395,937
8455,986,0,277,1263
8456,477,0,436,913
8457,451,0,680,1131
8458,259,0,285,544
8459,178,0,755,933
8460,482,0,573,1055
8461,545,0,105,650
8462,110,0,462,572
8463,935,0,776,1711
8464,831,0,966,1797
8465,384,0,998,1382
8466,465,0,289,754
8467,787,0,642,1429
8468,240,0,783,1023
8469,850,0,381,1231
8470,130,0,592,722
8471,899,0,464,1363
8472,416,0,870,1286
8473,494,0,811,1305
8474,203,0,291,494
8475,95,0,428,523
8476,507,0,989,1496
8477,743,0,784,1527
8478,876,0,0,876
8479,544,0,156,700
8480,72,0,576,648
8481,635,0,945,1580
8482,392,0,37,429
8483,90,0,13,103
8484,62,0,267,329
8485,571,0,344,915
8486,217,0,845,1062
8487,451,0,736,1187
8488,69,0,853,922
8489,996,0,899,1895
8490,47,0,901,948
8491,734,0,392,1126
8492,267,0,201,468
8493,984,0,402,1386
8494,767,0,227,994
8495,50,0,662,712
8496,860,0,860,1720
8497,407,0,222,629
8498,360,0,739,1099
8499,568,0,260,828
8500,844,0,578,1422
8501,510,0,469,979
8502,975,0,902,1877
8503,151,0,308,459
8504,334,0,354,688
8505,579,0,949,1528
8506,174,0,166,340
8507,978,0,333,1311
8508,390,0,930,1320
8509,740,0,648,1388
8510,725,0,835,1560
8511,489,0,837,1326
8512,296,0,496,792
8513,251,0,31,282
8514,585,0,536,1121
8515,940,0,126,1066
8516,367,0,875,1242
8517,759,0,145,904
8518,665,0,707,1372
8519,817,0,253,1070
8520,3,0,593,596
8521,422,0,888,1310
8522,598,0,128,726
8523,178,0,352,530
8524,879,0,497,1376
8525,647,0,403,1050
8526,702,0,44,746
8527,605,0,953,1558
8528,49,0,649,698
8529,214,0,49,263
8530,144,0,579,723
8531,291,0,671,962
8532,348,0,731,1079
8533,897,0,689,1586
8534,993,0,843,1836
8535,39,0,390,429
8536,831,0,962,1793
8537,199,0,744,943
8538,195,0,856,1051
8539,894,0,424,1318
8540,522,0,657,1179
8541,255,0,406,661
8542,471,0,511,982
8543,205,0,82,287
8544,888,0,297,1185
8545,511,0,786,1297
8546,243,0,142,385
8547,908,0,62,970
8548,397,0,756,1153
8549,971,0,443,1414
8550,73,0,498,571
8551,390,0,47,437
8552,182,0,747,929
8553,94,0,974,1068
8554,387,0,405,792
8555,114,0,738,852
8556,111,0,560,671
8557,40,0,579,619
8558,118,0,788,906
8559,608,0,302,910
8560,806,0,4,810
8561,580,0,851,1431
8562,38,0,628,666
8563,284,0,263,547
8564,216,0,145,361
8565,334,0,420,754
8566,64,0,347,411
8567,561,0,401,962
8568,326,0,439,765
8569,307,0,245,552
8570,122,0,860,982
8571,36,0,259,295
8572,974,0,57,1031
8573,544,0,567,1111
8574,410,0,446,856
8575,986,0,1,987
8576,221,0,686,907
8577,605,0,367,972
8578,551,0,54,605
8579,997,0,270,1267
8580,909,0,240,1149
8581,448,0,107,555
8582,677,0,868,1545
8583,254,0,269,523
8584,515,0,231,746
8585,161,0,370,531
8586,57,0,868,925
8587,266,0,351,617
8588,513,0,569,1082
8589,12,0,11,23
8590,577,0,318,895
8591,473,0,64,537
8592,947,0,648,1595
8593,644,0,660,1304
8594,961,0,30,991
8595,591,0,972,1563
8596,275,0,576,851
8597,65,0,701,766
8598,221,0,29,250
8599,443,0,150,593
8600,131,0,727,858
8601,618,0,332,950
8602,31,0,743,774
8603,810,0,916,1726
8604,879,0,655,1534
8605,50,0,597,647
8606,800,0,430,1230
8607,383,0,265,648
8608,210,0,786,996
8609,489,0,246,735
8610,47,0,241,288
8611,87,0,636,723
8612,181,0,857,1038
8613,10,0,773,783
8614,463,0,930,1393
8615,159,0,948,1107
8616,346,0,929,1275
8617,573,0,798,1371
8618,19,0,215,234
8619,46,0,320,366
8620,340,0,219,559
8621,821,0,773,1594
8622,329,0,458,787
8623,598,0,611,1209
8624,968,0,620,1588
8625,49,0,314,363
8626,901,0,483,1384
8627,645,0,740,1385
8628,202,0,920,1122
8629,64,0,341,405
8630,676,0,904,1580
8631,429,0,407,836
8632,759,0,114,873
8633,376,0,787,1163
8634,620,0,2,622
8635,373,0,255,628
8636,514,0,662,1176
8637,995,0,991,1986
8638,914,0,701,1615
8639,814,0,928,1742
8640,583,0,941,1524
8641,847,0,402,1249
8642,601,0,254,855
8643,830,0,211,1041
8644,937,0,307,1244
8645,19,0,809,828
8646,409,0,210,619
8647,249,0,312,561
8648,900,0,576,1476
8649,635,0,69,704
8650,475,0,785,1260
8651,777,0,785,1562
8652,255,0,24,279
8653,410,0,260,670
8654,813,0,627,1440
8655,721,0,407,1128
8656,167,0,449,616
8657,617,0,328,945
8658,350,0,219,569
8659,823,0,892,1715
8660,942,0,786,1728
8661,220,0,219,439
8662,963,0,181,1144
8663,110,0,970,1080
8664,44,0,25,69
8665,84,0,326,410
8666,966,0,850,1816
8667,903,0,442,1345
8668,814,0,238,1052
8669,260,0,890,1150
8670,288,0,909,1197
8671,786,0,666,1452
8672,211,0,665,876
8673,597,0,675,1272
8674,456,0,273,729
8675,696,0,361,1057
8676,136,0,813,949
8677,945,0,967,1912
8678,375,0,340,715
8679,577,0,435,1012
8680,381,0,746,1127
8681,290,0,538,828
8682,841,0,362,1203
8683,292,0,648,940
8684,30,0,344,374
8685,845,0,358,1203
8686,398,0,160,558
8687,899,0,35,934
8688,302,0,362,664
8689,647,0,224,871
8690,395,0,815,1210
8691,423,0,854,1277
8692,261,0,375,636
8693,804,0,215,1019
8694,745,0,537,1282
8695,713,0,514,1227
8696,476,0,198,674
8697,330,0,596,926
8698,542,0,545,1087
8699,333,0,553,886
8700,629,0,86,715
8701,506,0,631,1137
8702,703,0,915,1618
8703,428,0,463,891
8704,669,0,103,772
8705,450,0,445,895
8706,540,0,853,1393
8707,196,0,833,1029
8708,809,0,81,890
8709,836,0,178,1014
8710,363,0,555,918
8711,164,0,1,165
8712,370,0,710,1080
8713,30,0,634,664
8714,357,0,501,858
